#,,Character,,Body,,Tires,,Gliders,Speed Ground,Speed Water,Speed Air,Speed Anti-Gravity,Acceleration,Weight,Handling Ground,Handling Water,Handling Air,Handling Anti-Gravity,Traction,MiniTurbo,Stats total,Speed + MT total
3242,7,"Cat Peach, Villager Female, Inkling Female",7,"Badwagon, Standard ATV (Quad), GLA",1,"Standard, Blue Standard, GLA Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,3.5,3.25,3.5,3.25,3,3.25,3.25,3.5,3.5,4.25,3.25,41.25,7
3249,7,"Cat Peach, Villager Female, Inkling Female",7,"Badwagon, Standard ATV (Quad), GLA",3,"Roller, Azure Roller",1,"Super Glider, Waddle Wing, Hylian Kite",3.5,3.5,3.5,2.75,3.5,2.75,3.5,3.5,3.5,3.75,4,3.5,41.25,7
3251,7,"Cat Peach, Villager Female, Inkling Female",7,"Badwagon, Standard ATV (Quad), GLA",3,"Roller, Azure Roller",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.5,3.25,3.5,3,3.5,3,3.5,3.75,3.5,3.5,3.75,3.5,41.25,7
3252,7,"Cat Peach, Villager Female, Inkling Female",7,"Badwagon, Standard ATV (Quad), GLA",3,"Roller, Azure Roller",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,3.25,3.25,3,3.75,2.75,3.5,3.75,3.75,3.5,3.75,3.75,41.25,7
6030,12,"Metal Mario, Pink Gold Peach, Gold Mario",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",5,"Slick, Cyber Slick",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4.25,4,3.75,4.75,2.25,4.75,3.25,2.5,3,3,3,2.75,41.25,7
789,2,"Baby Rosalina, Lemmy",8,"Prancer, Sport Bike, Jet Bike",9,"Sponge, Cushion",1,"Super Glider, Waddle Wing, Hylian Kite",2.5,2.25,3.25,2,3.75,1.5,4.5,4,4.75,4.25,3.75,4.5,41,7
791,2,"Baby Rosalina, Lemmy",8,"Prancer, Sport Bike, Jet Bike",9,"Sponge, Cushion",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",2.5,2,3.25,2.25,3.75,1.75,4.5,4.25,4.75,4,3.5,4.5,41,7
792,2,"Baby Rosalina, Lemmy",8,"Prancer, Sport Bike, Jet Bike",9,"Sponge, Cushion",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.25,2,3,2.25,4,1.5,4.5,4.25,5,4,3.5,4.75,41,7
877,2,"Baby Rosalina, Lemmy",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",4,"Slim, Wood, Crimson Slim",1,"Super Glider, Waddle Wing, Hylian Kite",3,2.25,2.75,2.75,3.25,2,5,4.5,4.75,4.75,2,4,41,7
879,2,"Baby Rosalina, Lemmy",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",4,"Slim, Wood, Crimson Slim",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3,2,2.75,3,3.25,2.25,5,4.75,4.75,4.5,1.75,4,41,7
880,2,"Baby Rosalina, Lemmy",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",4,"Slim, Wood, Crimson Slim",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,2,2.5,3,3.5,2,5,4.75,5,4.5,1.75,4.25,41,7
1013,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",1,"Standard Kart, The Duke, 300 SL Roadster",2,"Monster, Hot Monster, Ancient",1,"Super Glider, Waddle Wing, Hylian Kite",2.75,2.75,2.75,2.5,3.75,2.75,3.75,3.5,4,3.75,4.5,4.25,41,7
1015,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",1,"Standard Kart, The Duke, 300 SL Roadster",2,"Monster, Hot Monster, Ancient",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",2.75,2.5,2.75,2.75,3.75,3,3.75,3.75,4,3.5,4.25,4.25,41,7
1016,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",1,"Standard Kart, The Duke, 300 SL Roadster",2,"Monster, Hot Monster, Ancient",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,2.5,2.5,2.75,4,2.75,3.75,3.75,4.25,3.5,4.25,4.5,41,7
1101,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",3,"Mach 8, Sports Coupe, Inkstriker",6,"Metal, Gold Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3.25,3,3.25,2.75,3,3,4,3.75,3.5,4.25,3.5,3.75,41,7
1103,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",3,"Mach 8, Sports Coupe, Inkstriker",6,"Metal, Gold Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.25,2.75,3.25,3,3,3.25,4,4,3.5,4,3.25,3.75,41,7
1104,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",3,"Mach 8, Sports Coupe, Inkstriker",6,"Metal, Gold Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,2.75,3,3,3.25,3,4,4,3.75,4,3.25,4,41,7
1141,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",4,"Steel Driver, Tri-Speeder, Bone Rattelr",7,"Button, Leaf Tires",1,"Super Glider, Waddle Wing, Hylian Kite",2.75,3.25,2.25,2.25,3.75,2.25,4,4.75,3.75,4.25,3.5,4.25,41,7
1143,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",4,"Steel Driver, Tri-Speeder, Bone Rattelr",7,"Button, Leaf Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",2.75,3,2.25,2.5,3.75,2.5,4,5,3.75,4,3.25,4.25,41,7
1144,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",4,"Steel Driver, Tri-Speeder, Bone Rattelr",7,"Button, Leaf Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,3,2,2.5,4,2.25,4,5,4,4,3.25,4.5,41,7
1150,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",4,"Steel Driver, Tri-Speeder, Bone Rattelr",9,"Sponge, Cushion",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,3,2.5,2.25,3.75,2.25,3.75,4.25,4.25,3.75,4.25,4.5,41,7
1173,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",6,"Metal, Gold Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3,2.75,3.25,2.25,3.5,2.75,4.5,3.75,4,4,3.25,4,41,7
1175,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",6,"Metal, Gold Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3,2.5,3.25,2.5,3.5,3,4.5,4,4,3.75,3,4,41,7
1176,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",6,"Metal, Gold Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,2.5,3,2.5,3.75,2.75,4.5,4,4.25,3.75,3,4.25,41,7
1198,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",6,"Circuit Special, B Dasher, P-Wing",3,"Roller, Azure Roller",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,2.5,2.75,2.5,4.25,1.75,4.25,4,4.25,4.5,3.25,4.5,41,7
1633,4,"Toadette, Wendy, Isabelle",4,"Steel Driver, Tri-Speeder, Bone Rattelr",4,"Slim, Wood, Crimson Slim",1,"Super Glider, Waddle Wing, Hylian Kite",3.5,3.5,2.5,3,3,3,4,4.75,4,3.75,2.5,3.5,41,7
1635,4,"Toadette, Wendy, Isabelle",4,"Steel Driver, Tri-Speeder, Bone Rattelr",4,"Slim, Wood, Crimson Slim",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.5,3.25,2.5,3.25,3,3.25,4,5,4,3.5,2.25,3.5,41,7
1636,4,"Toadette, Wendy, Isabelle",4,"Steel Driver, Tri-Speeder, Bone Rattelr",4,"Slim, Wood, Crimson Slim",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,3.25,2.25,3.25,3.25,3,4,5,4.25,3.5,2.25,3.75,41,7
1794,4,"Toadette, Wendy, Isabelle",8,"Prancer, Sport Bike, Jet Bike",8,"Off-Road, Retro Off-Road, Triforce Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.25,3.5,2.75,3,3.75,2.25,3.75,3.5,4.25,3.75,3.5,3.75,41,7
1973,4,"Toadette, Wendy, Isabelle",13,"Blue Falcon, Splat Buggy",8,"Off-Road, Retro Off-Road, Triforce Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3.5,3.25,3,3,3.75,2.25,3.5,3.5,3.5,4.5,3.75,3.5,41,7
1975,4,"Toadette, Wendy, Isabelle",13,"Blue Falcon, Splat Buggy",8,"Off-Road, Retro Off-Road, Triforce Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.5,3,3,3.25,3.75,2.5,3.5,3.75,3.5,4.25,3.5,3.5,41,7
1976,4,"Toadette, Wendy, Isabelle",13,"Blue Falcon, Splat Buggy",8,"Off-Road, Retro Off-Road, Triforce Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,3,2.75,3.25,4,2.25,3.5,3.75,3.75,4.25,3.5,3.75,41,7
2105,5,"Koopa Troopa, Lakitu, Browser Jr",3,"Mach 8, Sports Coupe, Inkstriker",5,"Slick, Cyber Slick",1,"Super Glider, Waddle Wing, Hylian Kite",3.5,2.5,3,3.75,3,3,4,3.25,3.75,4.5,3.25,3.5,41,7
2107,5,"Koopa Troopa, Lakitu, Browser Jr",3,"Mach 8, Sports Coupe, Inkstriker",5,"Slick, Cyber Slick",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.5,2.25,3,4,3,3.25,4,3.5,3.75,4.25,3,3.5,41,7
2108,5,"Koopa Troopa, Lakitu, Browser Jr",3,"Mach 8, Sports Coupe, Inkstriker",5,"Slick, Cyber Slick",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,2.25,2.75,4,3.25,3,4,3.5,4,4.25,3,3.75,41,7
2177,5,"Koopa Troopa, Lakitu, Browser Jr",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",5,"Slick, Cyber Slick",1,"Super Glider, Waddle Wing, Hylian Kite",3.25,2.25,3,3.25,3.5,2.75,4.5,3.25,4.25,4.25,3,3.75,41,7
2179,5,"Koopa Troopa, Lakitu, Browser Jr",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",5,"Slick, Cyber Slick",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.25,2,3,3.5,3.5,3,4.5,3.5,4.25,4,2.75,3.75,41,7
2180,5,"Koopa Troopa, Lakitu, Browser Jr",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",5,"Slick, Cyber Slick",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,2,2.75,3.5,3.75,2.75,4.5,3.5,4.5,4,2.75,4,41,7
2210,5,"Koopa Troopa, Lakitu, Browser Jr",6,"Circuit Special, B Dasher, P-Wing",4,"Slim, Wood, Crimson Slim",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,2.5,2.75,3.75,3,2.5,4.25,4,4.25,4.25,2.75,3.5,41,7
2273,5,"Koopa Troopa, Lakitu, Browser Jr",8,"Prancer, Sport Bike, Jet Bike",2,"Monster, Hot Monster, Ancient",1,"Super Glider, Waddle Wing, Hylian Kite",3.25,3,3,2.75,3,2.75,3.75,3.75,4,3.5,4.5,3.75,41,7
2275,5,"Koopa Troopa, Lakitu, Browser Jr",8,"Prancer, Sport Bike, Jet Bike",2,"Monster, Hot Monster, Ancient",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.25,2.75,3,3,3,3,3.75,4,4,3.25,4.25,3.75,41,7
2276,5,"Koopa Troopa, Lakitu, Browser Jr",8,"Prancer, Sport Bike, Jet Bike",2,"Monster, Hot Monster, Ancient",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,2.75,2.75,3,3.25,2.75,3.75,4,4.25,3.25,4.25,4,41,7
2750,6,"Toad, Shy Guy, Larry",7,"Badwagon, Standard ATV (Quad), GLA",4,"Slim, Wood, Crimson Slim",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,3,2.75,3.75,2.75,3,3.75,3.75,4,3.75,3.5,3.25,41,7
2825,6,"Toad, Shy Guy, Larry",9,"Biddybuggy (Buggybud), Mr. Scooty",5,"Slick, Cyber Slick",1,"Super Glider, Waddle Wing, Hylian Kite",3,2.25,2.5,3.25,4,2.5,4.5,3.5,4,4.5,3,4,41,7
2827,6,"Toad, Shy Guy, Larry",9,"Biddybuggy (Buggybud), Mr. Scooty",5,"Slick, Cyber Slick",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3,2,2.5,3.5,4,2.75,4.5,3.75,4,4.25,2.75,4,41,7
2828,6,"Toad, Shy Guy, Larry",9,"Biddybuggy (Buggybud), Mr. Scooty",5,"Slick, Cyber Slick",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,2,2.25,3.5,4.25,2.5,4.5,3.75,4.25,4.25,2.75,4.25,41,7
2861,6,"Toad, Shy Guy, Larry",10,"Landship, Streetle",5,"Slick, Cyber Slick",1,"Super Glider, Waddle Wing, Hylian Kite",3.25,3.25,2.75,2.75,3.75,2.5,4.25,3.75,3.75,3.75,3.5,3.75,41,7
2863,6,"Toad, Shy Guy, Larry",10,"Landship, Streetle",5,"Slick, Cyber Slick",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.25,3,2.75,3,3.75,2.75,4.25,4,3.75,3.5,3.25,3.75,41,7
2864,6,"Toad, Shy Guy, Larry",10,"Landship, Streetle",5,"Slick, Cyber Slick",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,3,2.5,3,4,2.5,4.25,4,4,3.5,3.25,4,41,7
3081,7,"Cat Peach, Villager Female, Inkling Female",2,"Pipe Frame, Varmint, City Tripper",6,"Metal, Gold Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3.5,3.75,3.25,2.5,3.5,3,4.25,3.75,3,3.75,3.25,3.5,41,7
3083,7,"Cat Peach, Villager Female, Inkling Female",2,"Pipe Frame, Varmint, City Tripper",6,"Metal, Gold Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.5,3.5,3.25,2.75,3.5,3.25,4.25,4,3,3.5,3,3.5,41,7
3084,7,"Cat Peach, Villager Female, Inkling Female",2,"Pipe Frame, Varmint, City Tripper",6,"Metal, Gold Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,3.5,3,2.75,3.75,3,4.25,4,3.25,3.5,3,3.75,41,7
3161,7,"Cat Peach, Villager Female, Inkling Female",4,"Steel Driver, Tri-Speeder, Bone Rattelr",8,"Off-Road, Retro Off-Road, Triforce Tires",1,"Super Glider, Waddle Wing, Hylian Kite",4,4.5,2.75,3,3,3.5,3,3.75,3.25,3.25,4,3,41,7
3163,7,"Cat Peach, Villager Female, Inkling Female",4,"Steel Driver, Tri-Speeder, Bone Rattelr",8,"Off-Road, Retro Off-Road, Triforce Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4,4.25,2.75,3.25,3,3.75,3,4,3.25,3,3.75,3,41,7
3164,7,"Cat Peach, Villager Female, Inkling Female",4,"Steel Driver, Tri-Speeder, Bone Rattelr",8,"Off-Road, Retro Off-Road, Triforce Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,4.25,2.5,3.25,3.25,3.5,3,4,3.5,3,3.75,3.25,41,7
3241,7,"Cat Peach, Villager Female, Inkling Female",7,"Badwagon, Standard ATV (Quad), GLA",1,"Standard, Blue Standard, GLA Tires",1,"Super Glider, Waddle Wing, Hylian Kite",4,3.5,3.5,3.25,3,3.25,3.25,3.25,3.25,3.5,4.25,3,41,7
3243,7,"Cat Peach, Villager Female, Inkling Female",7,"Badwagon, Standard ATV (Quad), GLA",1,"Standard, Blue Standard, GLA Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4,3.25,3.5,3.5,3,3.5,3.25,3.5,3.25,3.25,4,3,41,7
3244,7,"Cat Peach, Villager Female, Inkling Female",7,"Badwagon, Standard ATV (Quad), GLA",1,"Standard, Blue Standard, GLA Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,3.25,3.25,3.5,3.25,3.25,3.25,3.5,3.5,3.25,4,3.25,41,7
3438,7,"Cat Peach, Villager Female, Inkling Female",12,"Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow",5,"Slick, Cyber Slick",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,2.75,3,4.25,3.75,2.5,4,3,3.75,4,3,3.5,41,7
4518,9,"Tanooki Mario, Villager Male, Inkling Male",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",5,"Slick, Cyber Slick",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,3.5,3.25,4.25,2.75,3.5,3.75,3,3.5,3.5,3,3.25,41,7
6029,12,"Metal Mario, Pink Gold Peach, Gold Mario",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",5,"Slick, Cyber Slick",1,"Super Glider, Waddle Wing, Hylian Kite",4.5,4,4,4.5,2,5,3.25,2.5,2.75,3,3,2.5,41,7
6031,12,"Metal Mario, Pink Gold Peach, Gold Mario",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",5,"Slick, Cyber Slick",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.5,3.75,4,4.75,2,5.25,3.25,2.75,2.75,2.75,2.75,2.5,41,7
6032,12,"Metal Mario, Pink Gold Peach, Gold Mario",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",5,"Slick, Cyber Slick",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.25,3.75,3.75,4.75,2.25,5,3.25,2.75,3,2.75,2.75,2.75,41,7
890,2,"Baby Rosalina, Lemmy",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",7,"Button, Leaf Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",2.25,2.25,2.5,2.5,4.25,1.25,4.75,4.25,4.5,5,2.5,4.75,40.75,7
1149,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",4,"Steel Driver, Tri-Speeder, Bone Rattelr",9,"Sponge, Cushion",1,"Super Glider, Waddle Wing, Hylian Kite",2.75,3,2.75,2,3.5,2.5,3.75,4.25,4,3.75,4.25,4.25,40.75,7
1151,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",4,"Steel Driver, Tri-Speeder, Bone Rattelr",9,"Sponge, Cushion",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",2.75,2.75,2.75,2.25,3.5,2.75,3.75,4.5,4,3.5,4,4.25,40.75,7
1152,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",4,"Steel Driver, Tri-Speeder, Bone Rattelr",9,"Sponge, Cushion",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,2.75,2.5,2.25,3.75,2.5,3.75,4.5,4.25,3.5,4,4.5,40.75,7
1190,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",6,"Circuit Special, B Dasher, P-Wing",1,"Standard, Blue Standard, GLA Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3,2.5,2.75,3,3.75,2.25,4,3.75,4,4.25,3.5,4,40.75,7
1197,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",6,"Circuit Special, B Dasher, P-Wing",3,"Roller, Azure Roller",1,"Super Glider, Waddle Wing, Hylian Kite",2.75,2.5,3,2.25,4,2,4.25,4,4,4.5,3.25,4.25,40.75,7
1199,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",6,"Circuit Special, B Dasher, P-Wing",3,"Roller, Azure Roller",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",2.75,2.25,3,2.5,4,2.25,4.25,4.25,4,4.25,3,4.25,40.75,7
1200,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",6,"Circuit Special, B Dasher, P-Wing",3,"Roller, Azure Roller",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,2.25,2.75,2.5,4.25,2,4.25,4.25,4.25,4.25,3,4.5,40.75,7
1398,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",8,"Off-Road, Retro Off-Road, Triforce Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3,3,2.5,2.75,3.75,2.25,4,3.5,4.25,4.25,3.5,4,40.75,7
1518,4,"Toadette, Wendy, Isabelle",1,"Standard Kart, The Duke, 300 SL Roadster",2,"Monster, Hot Monster, Ancient",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",2.75,3,2.75,3,4,2.75,3.5,3.25,4,3.5,4,4.25,40.75,7
1606,4,"Toadette, Wendy, Isabelle",3,"Mach 8, Sports Coupe, Inkstriker",6,"Metal, Gold Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.25,3.25,3.25,3.25,3.25,3,3.75,3.5,3.5,4,3,3.75,40.75,7
1646,4,"Toadette, Wendy, Isabelle",4,"Steel Driver, Tri-Speeder, Bone Rattelr",7,"Button, Leaf Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",2.75,3.5,2.25,2.75,4,2.25,3.75,4.5,3.75,4,3,4.25,40.75,7
1678,4,"Toadette, Wendy, Isabelle",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",6,"Metal, Gold Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3,3,3.25,2.75,3.75,2.75,4.25,3.5,4,3.75,2.75,4,40.75,7
1793,4,"Toadette, Wendy, Isabelle",8,"Prancer, Sport Bike, Jet Bike",8,"Off-Road, Retro Off-Road, Triforce Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3.5,3.5,3,2.75,3.5,2.5,3.75,3.5,4,3.75,3.5,3.5,40.75,7
1795,4,"Toadette, Wendy, Isabelle",8,"Prancer, Sport Bike, Jet Bike",8,"Off-Road, Retro Off-Road, Triforce Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.5,3.25,3,3,3.5,2.75,3.75,3.75,4,3.5,3.25,3.5,40.75,7
1796,4,"Toadette, Wendy, Isabelle",8,"Prancer, Sport Bike, Jet Bike",8,"Off-Road, Retro Off-Road, Triforce Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,3.25,2.75,3,3.75,2.5,3.75,3.75,4.25,3.5,3.25,3.75,40.75,7
2209,5,"Koopa Troopa, Lakitu, Browser Jr",6,"Circuit Special, B Dasher, P-Wing",4,"Slim, Wood, Crimson Slim",1,"Super Glider, Waddle Wing, Hylian Kite",3.75,2.5,3,3.5,2.75,2.75,4.25,4,4,4.25,2.75,3.25,40.75,7
2211,5,"Koopa Troopa, Lakitu, Browser Jr",6,"Circuit Special, B Dasher, P-Wing",4,"Slim, Wood, Crimson Slim",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.75,2.25,3,3.75,2.75,3,4.25,4.25,4,4,2.5,3.25,40.75,7
2212,5,"Koopa Troopa, Lakitu, Browser Jr",6,"Circuit Special, B Dasher, P-Wing",4,"Slim, Wood, Crimson Slim",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,2.25,2.75,3.75,3,2.75,4.25,4.25,4.25,4,2.5,3.5,40.75,7
2470,5,"Koopa Troopa, Lakitu, Browser Jr",13,"Blue Falcon, Splat Buggy",6,"Metal, Gold Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,3,3,3,3,2.25,4,4,3.5,4.5,3.5,3.5,40.75,7
2574,6,"Toad, Shy Guy, Larry",2,"Pipe Frame, Varmint, City Tripper",5,"Slick, Cyber Slick",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3,2.75,2.25,3.25,4,2.5,4.5,3.5,3.75,4.25,3,4,40.75,7
2749,6,"Toad, Shy Guy, Larry",7,"Badwagon, Standard ATV (Quad), GLA",4,"Slim, Wood, Crimson Slim",1,"Super Glider, Waddle Wing, Hylian Kite",4,3,3,3.5,2.5,3.25,3.75,3.75,3.75,3.75,3.5,3,40.75,7
2751,6,"Toad, Shy Guy, Larry",7,"Badwagon, Standard ATV (Quad), GLA",4,"Slim, Wood, Crimson Slim",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4,2.75,3,3.75,2.5,3.5,3.75,4,3.75,3.5,3.25,3,40.75,7
2752,6,"Toad, Shy Guy, Larry",7,"Badwagon, Standard ATV (Quad), GLA",4,"Slim, Wood, Crimson Slim",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,2.75,2.75,3.75,2.75,3.25,3.75,4,4,3.5,3.25,3.25,40.75,7
3330,7,"Cat Peach, Villager Female, Inkling Female",9,"Biddybuggy (Buggybud), Mr. Scooty",5,"Slick, Cyber Slick",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3,2.5,2.5,3.75,4.25,2.25,4.25,3.25,4,4.25,2.75,4,40.75,7
3366,7,"Cat Peach, Villager Female, Inkling Female",10,"Landship, Streetle",5,"Slick, Cyber Slick",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.25,3.5,2.75,3.25,4,2.25,4,3.5,3.75,3.5,3.25,3.75,40.75,7
3437,7,"Cat Peach, Villager Female, Inkling Female",12,"Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow",5,"Slick, Cyber Slick",1,"Super Glider, Waddle Wing, Hylian Kite",3.75,2.75,3.25,4,3.5,2.75,4,3,3.5,4,3,3.25,40.75,7
3439,7,"Cat Peach, Villager Female, Inkling Female",12,"Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow",5,"Slick, Cyber Slick",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.75,2.5,3.25,4.25,3.5,3,4,3.25,3.5,3.75,2.75,3.25,40.75,7
3440,7,"Cat Peach, Villager Female, Inkling Female",12,"Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow",5,"Slick, Cyber Slick",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,2.5,3,4.25,3.75,2.75,4,3.25,3.75,3.75,2.75,3.5,40.75,7
4517,9,"Tanooki Mario, Villager Male, Inkling Male",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",5,"Slick, Cyber Slick",1,"Super Glider, Waddle Wing, Hylian Kite",4,3.5,3.5,4,2.5,3.75,3.75,3,3.25,3.5,3,3,40.75,7
4519,9,"Tanooki Mario, Villager Male, Inkling Male",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",5,"Slick, Cyber Slick",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4,3.25,3.5,4.25,2.5,4,3.75,3.25,3.25,3.25,2.75,3,40.75,7
